iter	Logloss
182	0.1328572025
183	0.1326277917
184	0.132471097
185	0.1323338958
186	0.1321507756
187	0.1318836608
188	0.1316967803
189	0.1315001867
190	0.1312191297
191	0.1310751956
192	0.1307469004
193	0.1305070759
194	0.1303624377
195	0.1301488798
196	0.1298385474
197	0.1296814941
198	0.1293571478
199	0.1291479295
200	0.1287838039
201	0.1285243014
202	0.1282900977
203	0.1280406153
204	0.1278154236
205	0.1276020276
206	0.1273492144
207	0.1271251923
208	0.1269259047
209	0.1267394781
210	0.1265649487
211	0.1263849767
212	0.1261572731
213	0.1259961537
214	0.1258024877
215	0.1255990425
216	0.1254285558
217	0.125111494
218	0.1248863909
219	0.1246995091
220	0.1245567053
221	0.1243987258
222	0.1242030836
223	0.1239868714
224	0.1237478833
225	0.123589785
226	0.1233738609
227	0.1230987375
228	0.1229325985
229	0.1226272262
230	0.1225702815
231	0.1224006627
232	0.1221935285
233	0.1220327981
234	0.1218361181
235	0.1216771461
236	0.1214866509
237	0.1213803215
238	0.1211005393
239	0.120913005
240	0.1207616023
241	0.1205986734
242	0.1204026716
243	0.1202008864
244	0.1199499235
245	0.1198429984
246	0.1195743865
247	0.1192593455
248	0.1190479337
249	0.118930849
250	0.1187246729
251	0.1185209597
252	0.1182759676
253	0.1181887085
254	0.118042611
255	0.1178335835
256	0.1176712347
257	0.1175639443
258	0.1173345518
259	0.1171537606
260	0.1169629262
261	0.116771174
262	0.1165555714
263	0.1163498592
264	0.116163765
265	0.1160930507
266	0.1159644043
267	0.1157759843
268	0.1156254283
269	0.1154167413
270	0.1152217855
271	0.115047297
272	0.114876181
273	0.1147484761
274	0.1146179537
275	0.1144905884
276	0.1143896342
277	0.1143018727
278	0.1141296227
279	0.1139954589
280	0.1138066035
281	0.113570391
282	0.1135390664
283	0.1134194343
284	0.1132873744
285	0.1131663988
286	0.1130009374
287	0.1128378525
288	0.1127222752
289	0.1126097737
290	0.1124867118
291	0.1124018529
292	0.1122972805
293	0.1121966805
294	0.1119822605
295	0.1118292158
296	0.1116950917
297	0.1114905451
298	0.1113098095
299	0.1111159523
300	0.110911747
301	0.110799825
302	0.1105847488
303	0.1105096698
304	0.1103355347
305	0.1101887403
306	0.1100180726
307	0.1098053536
308	0.1096226569
309	0.1094118622
310	0.1093385755
311	0.1092116666
312	0.1090808951
313	0.1090008436
314	0.1088137961
315	0.1086231552
316	0.1085424317
317	0.1084277032
318	0.1082916084
319	0.1082020687
320	0.1080922815
321	0.1078863124
322	0.1077499627
323	0.1075503463
324	0.1074256408
325	0.1072789124
326	0.1071202688
327	0.1069725184
328	0.1068493755
329	0.1067016264
330	0.1065537896
331	0.1064762836
332	0.1063748543
333	0.1062002879
334	0.106008366
335	0.1059073085
336	0.1058086098
337	0.1057429084
338	0.1056836456
339	0.1054879409
340	0.1053524986
341	0.1052852765
342	0.1051779289
343	0.1050653218
344	0.1049597081
345	0.1048597795
346	0.104728054
347	0.1045673715
348	0.1044788097
349	0.1043579409
350	0.104243144
351	0.104159878
352	0.1039587357
353	0.103901039
354	0.1037531264
355	0.1035716807
356	0.1034558437
357	0.1033558492
358	0.1033304451
359	0.1032327529
360	0.1031179311
361	0.1029972934
362	0.1029281663
363	0.1028683776
364	0.1027657245
365	0.1026087478
366	0.1023999693
367	0.1023363254
368	0.1022126649
369	0.1020246671
370	0.101922527
371	0.1018652513
372	0.1017806172
373	0.1016425163
374	0.1015266276
375	0.1014433294
376	0.1013140483
377	0.1012117958
378	0.1011374902
379	0.1010588567
380	0.1008118289
381	0.1006489415
382	0.1005603699
383	0.1004006083
384	0.1002820847
385	0.1001127618
386	0.1000140224
387	0.09995776824
388	0.09981341738
389	0.09968418489
390	0.09951210383
391	0.09939913287
392	0.09933066817
393	0.09925251877
394	0.09920426912
395	0.09912014143
396	0.09900357451
397	0.098882627
398	0.0988648765
399	0.09873039736
400	0.09859548253
401	0.09852708291
402	0.0984214108
403	0.09826172614
404	0.0981814199
405	0.09809701108
406	0.09798946226
407	0.09795045504
408	0.09781546295
409	0.09771744182
410	0.09765151176
411	0.09754797579
412	0.09753134715
413	0.0973523818
414	0.09726843127
415	0.09717879677
416	0.09708390506
417	0.09694724017
418	0.09682724446
419	0.0966896796
420	0.09663007926
421	0.09652914188
422	0.09651190636
423	0.09646035168
424	0.09633643765
425	0.09611043654
426	0.09601343351
427	0.09586756881
428	0.09571562519
429	0.09564526955
430	0.09553927705
431	0.09541389426
432	0.0953282528
433	0.09522522408
434	0.09515684641
435	0.09500722958
436	0.09489686165
437	0.09478272001
438	0.09468222914
439	0.0945271269
440	0.09444237119
441	0.09440602674
442	0.09430990531
443	0.09424019009
444	0.09411086851
445	0.09392719675
446	0.09383632895
447	0.09374326518
448	0.09358280614
449	0.09346772024
450	0.09335960083
451	0.09321747287
452	0.0930957979
453	0.0930242545
454	0.09290624234
455	0.09277047769
456	0.0927129546
457	0.09256937782
458	0.09243480925
459	0.09233947051
460	0.09228432057
461	0.09220683847
462	0.09214873017
463	0.0920552067
464	0.09200787456
465	0.09193016806
466	0.09181261629
467	0.09164443197
468	0.09156846122
469	0.0914831516
470	0.09137432938
471	0.09125292371
472	0.09121730993
473	0.09112882961
474	0.09102288662
475	0.09093169439
476	0.09078808842
477	0.09069517322
478	0.09058342182
479	0.09049328888
480	0.09041912053
481	0.09034042067
482	0.09020153497
483	0.09013197024
484	0.09003074712
485	0.08994447651
486	0.08986407272
487	0.08983932401
488	0.089805296
489	0.08975533235
490	0.08972408962
491	0.08970568759
492	0.08958903691
493	0.089564353
494	0.08951540298
495	0.0894497856
496	0.0893430262
497	0.08924923124
498	0.08920874072
499	0.08918101087
500	0.08916432303
501	0.08907866385
502	0.08901725013
503	0.08897714715
504	0.08889028715
505	0.08883490505
506	0.08873773348
507	0.08864554834
508	0.08858654203
509	0.08856605089
510	0.08848506165
511	0.08842294504
512	0.08837546843
513	0.08828183333
514	0.08818276921
515	0.08807292142
516	0.08795919549
517	0.08792034275
518	0.08787191507
519	0.08779765011
520	0.08773753057
521	0.08770656103
522	0.08763214876
523	0.08758492818
524	0.08754144193
525	0.08752582478
526	0.08743158554
527	0.08741710989
528	0.08735013808
529	0.08729605244
530	0.08724756122
531	0.08722307916
532	0.08715234538
533	0.08709531417
534	0.08704327568
535	0.08698812806
536	0.08687713087
537	0.08685763158
538	0.0867722661
539	0.08675938374
540	0.08664677457
541	0.08652932332
542	0.08645480082
543	0.08633508581
544	0.08616490726
545	0.08610506697
546	0.08601128389
547	0.08594877885
548	0.08584486962
549	0.08574912029
550	0.08568610869
551	0.08559062117
552	0.08550352651
553	0.08543493345
554	0.0853138989
555	0.08523041482
556	0.08515789514
557	0.08508042942
558	0.08496926964
559	0.08495070532
560	0.084839391
561	0.08478525326
562	0.08470464445
563	0.0846371454
564	0.08451744634
565	0.08445248237
566	0.08435478585
567	0.08429838104
568	0.08422942905
569	0.08414961581
570	0.08409078713
571	0.08399913124
572	0.08387361597
573	0.08373352192
574	0.08366440737
575	0.08356422
576	0.08346204308
577	0.08338899016
578	0.0832619768
579	0.08319276865
580	0.08313188382
581	0.08303461843
582	0.08291626711
583	0.08285273192
584	0.08276531808
585	0.08269784426
586	0.08259251667
587	0.08252362266
588	0.08240845604
589	0.08232059417
590	0.08223157379
591	0.08217879075
592	0.08213917015
593	0.08210484558
594	0.08199344827
595	0.08192096285
596	0.08185990751
597	0.08179529927
598	0.0817457611
599	0.08170315796
600	0.08163081086
601	0.08158636572
602	0.0815029128
603	0.08140833079
604	0.08133045624
605	0.08130967128
606	0.08123240527
607	0.08113891861
608	0.08111130988
609	0.08104966265
610	0.08098855356
611	0.08089195182
612	0.08083806899
613	0.08076086491
614	0.08064981659
615	0.08057629794
616	0.08046315167
617	0.08037950579
618	0.08031647891
619	0.08024595245
620	0.08016172412
621	0.08013785866
622	0.0800926769
623	0.08002358594
624	0.07997995358
625	0.0799325019
626	0.07986465269
627	0.07980627963
628	0.07972619055
629	0.07964386884
630	0.07958474919
631	0.07953538068
632	0.07948350782
633	0.07939857326
634	0.07933215733
635	0.0792829046
636	0.07921281863
637	0.07916083455
638	0.07912601781
639	0.07909132223
640	0.07905960869
641	0.07899063617
642	0.07888175182
643	0.07881772528
644	0.07876795872
645	0.07870765555
646	0.07868536661
647	0.0786186435
648	0.07851275244
649	0.07842816885
650	0.07834620985
651	0.07828748864
652	0.07825550858
653	0.07816364277
654	0.07808529284
655	0.078031175
656	0.07795650203
657	0.07791183468
658	0.07783324602
659	0.07774836508
660	0.07769857523
661	0.07757946806
662	0.07754218403
663	0.07748148447
664	0.07745480017
665	0.07738372047
666	0.07733995058
667	0.07728301134
668	0.07721446451
669	0.07715661991
670	0.07708246054
671	0.07703222618
672	0.07697345167
673	0.07690072913
674	0.07682435472
675	0.07678142678
676	0.0766974439
677	0.07664687211
678	0.07656746214
679	0.07649761267
680	0.07645846134
681	0.07638270198
682	0.0763224354
683	0.07626213264
684	0.07620918019
685	0.07616196435
686	0.07612098885
687	0.07604509896
688	0.07599573578
689	0.07594880752
690	0.07590928963
691	0.07584020249
692	0.07576794188
693	0.07571054756
694	0.07562824015
695	0.07556621179
696	0.07550383175
697	0.07546013102
698	0.07540780128
699	0.07535934288
700	0.07529575726
701	0.07528450122
702	0.07523850535
703	0.07519890831
704	0.07514830594
705	0.07509341369
706	0.07505576191
707	0.07499725364
708	0.07494790888
709	0.07490748271
710	0.07485233441
711	0.07479556227
712	0.0747267241
713	0.07465126594
714	0.07456025694
715	0.07447523699
716	0.0744218637
717	0.07438381645
718	0.07435294953
719	0.07428371829
720	0.07424767264
721	0.07422628252
722	0.07420703108
723	0.07411806555
724	0.07406296187
725	0.07400398899
726	0.07397288116
727	0.07396288064
728	0.07392220158
729	0.07388705472
730	0.07381178401
731	0.07374837091
732	0.07367765595
733	0.07366597812
734	0.07360741354
735	0.07355408457
736	0.07349920857
737	0.07348607878
738	0.07345360612
739	0.07336895529
740	0.0732949868
741	0.07323954345
742	0.07313614606
743	0.07304739453
744	0.07299229429
745	0.07293564927
746	0.07287240084
747	0.07281838055
748	0.07278366584
749	0.07276184305
750	0.07269290461
751	0.07266604765
752	0.07261485052
753	0.07257476568
754	0.07250092031
755	0.0724379574
756	0.07237801638
757	0.07234740879
758	0.07228625139
759	0.07222727322
760	0.07213368658
761	0.07207171713
762	0.07195941991
763	0.07190355136
764	0.07184318014
765	0.07180489975
766	0.07176965304
767	0.07170997957
768	0.07167136741
769	0.07157979461
770	0.07149930544
771	0.07145181876
772	0.07138805195
773	0.07133428369
774	0.07130149119
775	0.07126651485
776	0.07117500863
777	0.07111138559
778	0.0710454464
779	0.07096765372
780	0.0708934174
781	0.07083318273
782	0.07074558511
783	0.07065612097
784	0.07061041514
785	0.07053968341
786	0.07050592988
787	0.07046738033
788	0.07043887896
789	0.07039885139
790	0.07035534644
791	0.07029611016
792	0.07023199683
793	0.07017943481
794	0.07012842824
795	0.07009115063
796	0.07004503023
797	0.07000227335
798	0.06990368817
799	0.06982967729
800	0.0697911522
801	0.06972077116
802	0.06969612368
803	0.06961275512
804	0.06953726165
805	0.06945789449
806	0.06942493091
807	0.06937566526
808	0.06930090948
809	0.0692573606
810	0.06922744225
811	0.06919019508
812	0.06915599044
813	0.0690801446
814	0.06906696499
815	0.06900896952
816	0.06894819655
817	0.06887377061
818	0.06883387171
819	0.06879917553
820	0.0687708471
821	0.0687178918
822	0.06869929937
823	0.06864777799
824	0.06860549785
825	0.06858027909
826	0.06853080635
827	0.06848560645
828	0.06845516966
829	0.06839092716
830	0.06832879581
831	0.06829631621
832	0.06828906753
833	0.06825899358
834	0.06822932217
835	0.06819529728
836	0.06813581001
837	0.06810766871
838	0.06804467577
839	0.06794498223
840	0.06786205075
841	0.06783367623
842	0.06776198961
843	0.06771052346
844	0.06764880708
845	0.0675640523
846	0.06752596522
847	0.06747144113
848	0.067405221
849	0.06735205643
850	0.067322161
851	0.06726657298
852	0.06725192111
853	0.06722098471
854	0.06719144876
855	0.06714328858
856	0.06707254978
857	0.06699603223
858	0.06697581948
859	0.06692767763
860	0.06689812228
861	0.06681688668
862	0.06676172432
863	0.0667360161
864	0.06668189758
865	0.06664930205
866	0.06663968009
867	0.06659873909
868	0.06656791856
869	0.06656146245
870	0.06653380886
871	0.06647282167
872	0.06639095558
873	0.06637371362
874	0.06635857161
875	0.06631493323
876	0.06628611276
877	0.06625752403
878	0.06621564785
879	0.06618212988
880	0.06612173437
881	0.06605896854
882	0.06601964352
883	0.06598653439
884	0.06595060613
885	0.06588449426
886	0.06578981022
887	0.06575454002
888	0.06567891901
889	0.06562274641
890	0.06558812963
891	0.06556773272
892	0.06553538068
893	0.06545506667
894	0.06539853841
895	0.06534114507
896	0.06527923193
897	0.06521548137
898	0.06517274796
899	0.06510119475
900	0.06508878015
901	0.06502414807
902	0.06500139999
903	0.0649748467
904	0.06495443918
905	0.06491889561
906	0.06490386901
907	0.06483613985
908	0.06480914006
909	0.06473642036
910	0.06471109846
911	0.06463841385
912	0.06458597811
913	0.06451227394
914	0.06447150293
915	0.06439517258
916	0.06438485872
917	0.06432570225
918	0.0642645918
919	0.06421404738
920	0.06414735892
921	0.06410029004
922	0.0640770263
923	0.06405733166
924	0.0640194706
925	0.06394751319
926	0.06390612738
927	0.06384141891
928	0.06380096593
929	0.06377017551
930	0.06370413583
931	0.06366250816
932	0.06361754495
933	0.06360004436
934	0.06357248191
935	0.06354445314
936	0.06348662563
937	0.06344781515
938	0.0633936474
939	0.06335329928
940	0.06330984752
941	0.06327522163
942	0.06323074157
943	0.06318126856
944	0.06311713497
945	0.06305373525
946	0.0630106177
947	0.06296667169
948	0.06293657154
949	0.062912617
950	0.06287193333
951	0.06282306709
952	0.06277866332
953	0.06275652908
954	0.06270283397
955	0.06269404629
956	0.06267871073
957	0.06261547744
958	0.06255234069
959	0.06247110454
960	0.06243787999
961	0.06243313504
962	0.06241609127
963	0.06239197033
964	0.0623262632
965	0.06229382155
966	0.0622568222
967	0.06220605014
968	0.06217969014
969	0.06210295297
970	0.06209130882
971	0.06206763369
972	0.06204080252
973	0.06199936213
974	0.06196083294
975	0.06190640206
976	0.06188261722
977	0.06183759646
978	0.06179117935
979	0.06175621037
980	0.06171548453
981	0.06165621834
982	0.06163498404
983	0.06158348161
984	0.06156328814
985	0.06149593448
986	0.06146813859
987	0.06142266031
988	0.06138723354
989	0.06134811776
990	0.06132375129
991	0.06128160635
992	0.06123773853
993	0.06120041002
994	0.06118876381
995	0.06116644734
996	0.06115305111
997	0.06113237213
998	0.0611112026
999	0.06109422297
